id,season,pa,avg,babip,bb_rate,k_rate,sprint_speed,swstr,oswing,zswing,swing,ocontact,zcontact,contact,ld,gb,fb,iffb,hr_fb,pull,oppo,hard,team_- - -,team_ARI,team_ATL,team_BAL,team_BOS,team_CHC,team_CHW,team_CIN,team_CLE,team_COL,team_DET,team_HOU,team_KCR,team_LAA,team_LAD,team_MIA,team_MIL,team_MIN,team_NYM,team_NYY,team_OAK,team_PHI,team_PIT,team_SDP,team_SEA,team_SFG,team_STL,team_TBR,team_TEX,team_TOR,team_WSN,player_id,raw_ba,raw_ba_model,plate_score,contact_score,baa_raw,BAA,name
5361,2018,707,0.309,0.358,0.107,0.187,4.5,0.124,0.345,0.85,0.556,0.6679999999999999,0.84,0.778,0.3229999999999999,0.364,0.313,0.019,0.149,0.431,0.258,0.419,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,0.309,0.309,0.020158677124484117,0.08512449993011557,0.10528317705459969,132.1665675409419,Freddie Freeman
4314,2017,707,0.32,0.321,0.19,0.1169999999999999,2.8,0.059,0.158,0.7140000000000001,0.419,0.7829999999999999,0.88,0.86,0.23,0.39,0.38,0.005,0.1969999999999999,0.386,0.303,0.363,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,0.32,0.32,0.031171436270072954,0.0276859184287126,0.05885735469878556,117.98235129452667,Joey Votto
12916,2022,706,0.27,0.301,0.084,0.188,5.6,0.1,0.3379999999999999,0.69,0.477,0.667,0.8809999999999999,0.79,0.179,0.431,0.39,0.138,0.133,0.433,0.24,0.312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0.27,0.27,0.010104446999648818,-0.018597394799728075,-0.008492947800079257,97.40519818383457,Francisco Lindor
13611,2019,706,0.295,0.309,0.1369999999999999,0.143,6.3,0.051,0.214,0.615,0.3829999999999999,0.7190000000000001,0.937,0.866,0.248,0.315,0.4379999999999999,0.1,0.131,0.436,0.228,0.43,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0.295,0.295,0.015690756100044823,0.03303928884855596,0.04873004494860078,114.88821220981403,Mookie Betts
19611,2022,706,0.274,0.289,0.0819999999999999,0.1639999999999999,3.1,0.109,0.342,0.737,0.497,0.649,0.8740000000000001,0.78,0.173,0.521,0.306,0.1119999999999999,0.1989999999999999,0.395,0.228,0.384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30,0.274,0.274,0.022667759307312355,-0.009792053692283418,0.012875705615028937,103.9338407701007,Vladimir Guerrero Jr.
11205,2016,706,0.284,0.329,0.089,0.163,5.9,0.072,0.311,0.665,0.467,0.754,0.901,0.846,0.205,0.537,0.258,0.055,0.11,0.307,0.374,0.315,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31,0.284,0.284,0.01170628751863297,0.03569179871061665,0.047398086229249625,114.48126647255216,Adam Eaton
9218,2016,705,0.297,0.358,0.156,0.213,5.7,0.079,0.23,0.607,0.39,0.696,0.8440000000000001,0.794,0.247,0.465,0.288,0.143,0.19,0.391,0.249,0.375,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,0.297,0.297,-0.0016260301966664367,0.032653498986897254,0.031027468790230817,109.47964526134923,Paul Goldschmidt
5930,2018,705,0.297,0.318,0.102,0.113,2.1,0.045,0.2289999999999999,0.616,0.4039999999999999,0.7859999999999999,0.933,0.888,0.266,0.433,0.301,0.066,0.084,0.317,0.292,0.406,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,0.297,0.297,0.022441966628458855,0.04605822389303167,0.06850019052149053,120.92847182826014,Nick Markakis
17678,2018,705,0.286,0.289,0.136,0.121,3.6,0.043,0.2,0.605,0.371,0.7909999999999999,0.928,0.885,0.2189999999999999,0.346,0.434,0.126,0.14,0.484,0.191,0.354,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,0.286,0.286,0.020475946956690312,-0.01201013051548232,0.008465816441207991,102.58651252710689,Alex Bregman
16472,2019,705,0.226,0.267,0.165,0.245,3.6,0.085,0.24,0.61,0.392,0.6809999999999999,0.84,0.782,0.206,0.29,0.504,0.153,0.143,0.474,0.1939999999999999,0.462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34,0.226,0.226,-0.01188259487265458,-0.014801784964885965,-0.026684379837540545,91.8472738917514,Rhys Hoskins
4949,2018,705,0.266,0.333,0.099,0.299,3.8,0.145,0.325,0.653,0.449,0.522,0.805,0.6779999999999999,0.185,0.45,0.365,0.132,0.25,0.389,0.24,0.423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,35,0.266,0.266,-0.02098109932349987,-0.004384382508118439,-0.025365481831618308,92.25022926386283,Giancarlo Stanton
9810,2017,705,0.271,0.3,0.111,0.2,5.2,0.093,0.2339999999999999,0.625,0.415,0.637,0.838,0.777,0.19,0.384,0.426,0.134,0.168,0.504,0.176,0.341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,0.271,0.271,0.003941678312901419,-0.021245609561510122,-0.017303931248608705,94.71322875312235,Brian Dozier
13152,2019,704,0.295,0.328,0.085,0.165,4.7,0.073,0.285,0.672,0.446,0.7190000000000001,0.907,0.836,0.263,0.292,0.444,0.07,0.096,0.374,0.261,0.395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,37,0.295,0.295,0.010346921445814547,0.03678427106785233,0.047131192513666875,114.39972396055052,Jorge Polanco
9810,2015,704,0.236,0.261,0.087,0.21,5.6,0.09,0.297,0.643,0.447,0.69,0.8640000000000001,0.7979999999999999,0.226,0.3329999999999999,0.441,0.1969999999999999,0.131,0.602,0.156,0.292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,0.236,0.236,-0.0025337322431144404,-0.02833641697747699,-0.030870149220591434,90.56841968790373,Brian Dozier
15640,2024,704,0.322,0.367,0.1889999999999999,0.243,3.9,0.121,0.213,0.7190000000000001,0.42,0.489,0.807,0.7120000000000001,0.233,0.305,0.462,0.0559999999999999,0.322,0.4,0.251,0.477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,38,0.322,0.322,0.0044940408047309125,0.028994981696336283,0.033489022501067195,110.23170970232076,Aaron Judge
12533,2018,703,0.255,0.296,0.087,0.186,4.7,0.083,0.262,0.6709999999999999,0.4379999999999999,0.672,0.883,0.8109999999999999,0.228,0.392,0.38,0.114,0.078,0.467,0.2269999999999999,0.325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.255,0.255,0.004828512848821503,0.00378270471524904,0.008611217564070543,102.63093610141317,Marcus Semien
16556,2019,702,0.295,0.325,0.077,0.16,6.2,0.1169999999999999,0.379,0.8140000000000001,0.555,0.674,0.868,0.789,0.255,0.379,0.366,0.077,0.124,0.455,0.207,0.423,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,0.295,0.295,0.02720674198243568,0.0439936781964764,0.07120042017891208,121.75345756749616,Ozzie Albies
17350,2019,702,0.311,0.339,0.068,0.17,4.9,0.121,0.405,0.762,0.5489999999999999,0.7190000000000001,0.826,0.779,0.213,0.444,0.3429999999999999,0.099,0.177,0.421,0.2769999999999999,0.375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0.311,0.311,0.023768681712470464,0.015523873845684908,0.039292555558155376,112.00482999826419,Rafael Devers
