id,season,pa,babip,clr_ld,clr_gb,clr_fb_noI,iffb_bip,hard,pull,oppo,sprint_speed
10155,2023,362,0.335,1.0188401661145714,-1.52648833713614,0.19311242396735406,0.593095855455894,1.14079435515551,0.5104018194777538,0.40072007656751424,-0.03352806648845946
12564,2021,595,0.293,-0.5284435887240844,-0.7741720619370936,0.27660597647803087,0.2070445176170412,0.9121038991834037,-0.534329560405093,0.5286331858965049,1.545184896226363
18054,2023,108,0.301,0.13875089749144617,0.026238318323428964,0.029616814073765596,-1.0813172873689747,-1.2680784477506728,0.9925855332698372,-0.45203398562575875,1.9806919204235551
15794,2019,105,0.26,-0.3850800988854751,2.2493279735348515,-0.31133774289602734,-0.43265959906831153,-1.16135623496369,-1.080804436036122,0.2514881156836918,0.5652940917826803
26466,2023,254,0.328,0.07871678858448829,-1.4095029934241596,0.30764054011899833,1.5029311327903923,0.6834134432112992,1.346186923384031,0.48599548278684135,0.510855713758031
1327,2015,378,0.253,0.32458458618570046,-1.238963094712134,0.23996050747740982,0.532802123195348,0.3175087136559291,-0.7914942077608709,1.4453438027542702,-0.4690350906856517
11205,2015,689,0.345,0.5723849447440128,0.9474212971979824,-0.20612179364450012,-0.3990360801299659,-0.9174197485934431,-1.8201527971839815,1.956996240070233,1.4363081401770648
14161,2023,347,0.253,-1.8261985092876254,-1.040736514588313,0.5149934445506196,2.3348989123002513,0.210786500868947,1.9730257513137395,-1.6458896726963348,1.2185546280784685
10951,2019,372,0.323,0.6130978936895594,1.47129922465762,-0.3102981532366549,-1.0871275838427408,0.02783413609126199,-2.125535815918967,2.0849093493992226,0.1842254456101369
11270,2015,161,0.301,0.479105187664569,-0.5112940920738788,0.08103734709848087,0.21904611361203088,-0.4600388366492314,-0.8236397886803432,1.1681987325414571,2.2528838105468005
5631,2018,506,0.339,1.456895620649064,-1.395849090144462,0.1050181121551903,-0.6546414995946985,1.7048974798867063,0.2532371721219759,-0.6012659465095789,-1.4489258951293347
12533,2021,724,0.276,0.12345459040002517,-1.72360602438058,0.36006407238423244,0.42812153590571067,0.5614452000261758,1.7319338944176979,-1.2621503447093658,0.7830476038812761
5209,2016,506,0.288,0.8029334990066355,-0.9335224151303986,0.11322870244454086,-0.7685614107852408,0.6986594736094396,0.6550569336153788,-0.49467168873541995,0.6197324698073291
10762,2018,533,0.333,1.5940096126441068,-0.9867065363576791,0.00836930787740009,-0.38408171051716067,0.2717706224615087,-1.5147697784489953,1.67985116985742,0.9463627379552232
3174,2015,653,0.335,-0.0017104587649005498,0.8488369346979799,-0.10429213331926501,-1.3723083648665555,0.07357222728568155,0.5746929813166982,-0.6652225011740742,0.020910311536189625
19198,2018,573,0.306,-0.04923426300787654,0.20202382096733604,0.023932463332817733,0.46193555636778644,-0.26184044147340596,0.1085820579843508,-0.49467168873541995,-0.1424048225377574
14162,2017,481,0.352,-0.07732152706581788,0.5442940356234599,-0.036191575002386456,-0.7287942177066026,1.0950562639610903,-1.611206521207412,0.8270971076641487,-0.3601583346363535
15653,2021,493,0.298,1.305420705803481,-0.9259497541299654,0.03886544684161364,-0.7418435720821096,0.4089848960447716,-0.5986207222440375,-0.4733528371805882,-0.958980492907493
2502,2015,554,0.285,0.5029827998743307,-2.3870212085335507,0.42941042371786475,0.10626921156386918,1.0188261119703883,-0.2450193321298429,0.48599548278684135,-1.2856107610553873
8628,2016,484,0.38,0.5793698659637733,1.1773408188298153,-0.2502628695275162,-0.4964776095178627,-0.49053089744551226,-1.0325860646569118,0.422038928122346,1.1096778720291707
10472,2021,585,0.278,0.2626217772458557,-1.449161512578672,0.2883831843016166,0.981147459293912,0.5004610784336141,1.0729494855685169,-0.17488891541294382,-0.1424048225377574
13110,2018,157,0.333,-0.6511511458157632,-1.4669774322102909,0.42437150249477884,2.8929255006863652,0.14980237927638365,0.9122215809711567,-1.1555560869352068,0.07534868956083872
9549,2019,186,0.374,1.2500165594550932,-0.03781447827859182,-0.11968373423396783,-0.5195759192701258,2.314738695812322,-1.0647316455763858,3.1934896302504727,-1.0678572489567912
11854,2016,100,0.365,1.312057114221365,-0.8855893495471465,0.030331485504678346,-0.8893870022109958,1.4914530543127404,0.2532371721219759,-0.7931356105030649,-0.03352806648845946
5986,2016,181,0.245,0.029445137404842132,1.4517518514309868,-0.22190646539329073,0.6532467115736421,-1.0851260829729876,-0.662911884082982,0.08093730324503753,0.23866382363478575
16512,2024,496,0.307,0.17331370983402428,0.5787961726410608,-0.07904640301864951,0.13760671221745507,-0.9631578397878644,-0.6950574650024541,0.03829960013537397,1.0552394940045213
14350,2023,169,0.302,-0.8060401178062745,2.117523273454673,-0.22550645511077283,-0.8340939349483623,-1.1918482957599708,-2.414846044194217,1.4879815058639339,1.9806919204235551
27630,2024,171,0.216,-1.1585932083323116,0.650559186254591,0.10083696526930885,0.16956334282316313,-2.28956248442608,0.06036368660514245,-0.4307151340709246,-0.5234734687103008
15117,2020,186,0.288,0.7505699142499952,-1.0554881198262762,0.1437076839814324,0.008351428366647424,-0.3533166238622485,-0.662911884082982,0.7205028498899898,1.7629384083249588
12649,2016,285,0.274,0.47684894734319505,-0.8875570397853164,0.15194233737778595,0.31934516585587874,0.2717706224615087,0.413965076719337,0.4646766312320096,0.8374859819059255
14553,2018,536,0.298,-0.4601205476480956,1.5446946275350988,-0.1682731116227245,-0.8384278446132197,0.7901356559982821,-0.4057472367272041,0.10225615479986931,-0.7412269808088969
16542,2020,128,0.221,-3.2538480393352627,3.414997118556694,-0.11354748920288582,0.6546278476206854,-0.5362689886399336,-1.2897507120126896,-0.21752661852260738,0.4564173357333821
19734,2022,510,0.323,0.5968469459629288,-0.39436657255939267,0.042012876185894,-0.7528926604584498,-0.3685626542603889,-1.2576051310932175,1.4879815058639339,0.9463627379552232
19346,2022,117,0.29,0.337662882934168,-1.8136356854694413,0.34585614157888744,0.8228406930742788,-1.1766022653618302,-0.08429142753248171,2.2554601618378767,1.70850003030031
10348,2016,281,0.359,2.345486431478864,-0.08306959376674658,-0.2702172822141833,-1.1156075616403753,0.9425959599796863,-0.22894654167010678,0.03829960013537397,-0.958980492907493
12282,2022,472,0.244,-0.09670424363455236,-1.4372071339293213,0.3383018757734252,2.055290300845539,-0.3685626542603889,0.6389841431556427,-1.112918383825541,0.674170847831978
7476,2018,234,0.253,0.18142188863907394,0.5470997278852837,-0.07427795893280553,-1.7252124375763875,2.8331037293490966,1.5229876184411282,-0.4733528371805882,-2.0477480534004737
10243,2024,279,0.313,-0.47416793341719266,-0.5449959681277323,0.22573945923854888,2.5801219987216997,1.0950562639610903,0.7514936763737955,-1.4327011571480177,-0.5234734687103008
10815,2018,594,0.269,0.39919558171891384,0.09432247043116222,-0.02096112939519479,0.33306127556443854,0.7596435952020012,-0.11643700845195573,0.5286331858965049,1.3274313841277665
22799,2022,500,0.243,0.4732347615976112,0.5551234097628367,-0.11814358551624271,0.8271269773582042,-1.4967689037227787,0.06036368660514245,-0.17488891541294382,0.8919243599305743
17338,2019,110,0.333,1.0655048894752113,-0.9456058500521427,0.07737946201687085,1.1645051758840401,-1.1156181437692685,-0.8397125791400792,-0.5799470949547471,0.020910311536189625
589,2015,531,0.297,0.19661302303498215,-1.1305732129015822,0.2382060948796444,-0.17243451765312626,0.14980237927638365,0.6229113526959066,-1.006324126051382,-1.2856107610553873
8418,2015,134,0.226,-1.6815369501613295,1.7291754402556654,-0.02557196061559419,0.9124716599892454,-2.1980863020372374,0.7675664668335298,-1.4753388602576814,0.674170847831978
8001,2015,430,0.257,0.12090631824044763,0.9264505642377622,-0.13664998207073586,-0.019461794097933194,-0.18561028948270386,-0.5504023508648291,-0.3028020247419363,0.29310220165943507
24934,2024,392,0.307,0.5182572294442578,-1.399675577289831,0.24199192366743671,0.5220864124855352,-0.2008563198808443,1.056876695108781,-0.6865413527289059,-0.08796644451310831
21693,2024,363,0.261,-0.08861484610255788,0.062123082318313,0.055890947894325915,0.22833306289386926,-0.41430074545481016,-0.5825479317843013,1.1681987325414571,-0.904542114882844
14225,2018,444,0.286,0.37391917639142747,0.03820417002944118,-0.006765535411783707,1.2663282403177274,0.9273499295815458,0.22109159120250363,-0.36675857940642925,0.510855713758031
18360,2024,469,0.31,0.02282638318931275,-1.0701437200093893,0.25209852319212545,-0.33264629911005944,1.4914530543127404,-0.534329560405093,0.23016926412886,-0.6323502247595987
16530,2022,265,0.221,-1.1761627037514735,-0.34417986012544577,0.28997544391644037,0.9145671767502755,-1.130864174167409,-1.0647316455763858,-0.4733528371805882,-0.30571995661170465
27479,2024,637,0.303,0.38540539364672344,-0.3816505543737983,0.0703212722983455,0.26971951892421103,-0.9174197485934431,-0.8236397886803432,0.7631405529996533,0.8919243599305743
18015,2023,400,0.264,-0.23448497073383412,-0.33731347326531896,0.15199022209206392,1.2891884231653277,-0.2923325022696868,0.6068385622361686,1.3600683965349432,-0.4690350906856517
12861,2020,232,0.302,0.11744768040134786,-1.046241984092217,0.23387959746786913,0.6890133726539488,1.7353895406829871,0.5104018194777538,-1.112918383825541,-1.0134188709321421
10556,2019,667,0.313,0.7686348683597846,0.7067892531990286,-0.18947360470730756,0.03802204068759545,0.08881825768382197,-0.4057472367272041,0.8697348107738122,0.3475405796840839
16376,2015,194,0.297,0.5928829133177264,-0.6200500562183061,0.08492085503797409,0.7076825219794917,1.3085006895350555,0.7675664668335298,-1.0915995322707115,-0.8501037368581951
7007,2018,503,0.264,0.8394904157866485,-0.7443144168328443,0.07243130934417663,-0.4071800202694236,1.84211175346997,1.4586964566021838,-0.7931356105030649,-0.7412269808088969
23667,2022,344,0.29,1.0912589523173886,0.022011898039718588,-0.10785984380404323,-0.22444143363141875,-0.5972531102324952,-0.30931049396878735,0.5499520374513344,1.3818697621524159
14818,2020,108,0.356,0.3707745131164736,0.21528934142137324,-0.03952576969855626,-0.24120556771965818,-0.39905471505666973,0.5264746099374881,-0.3028020247419363,0.07534868956083872
18568,2020,121,0.353,1.9632276928404655,-0.6281643174944587,-0.112481194003615,-1.7252124375763875,-0.5972531102324952,-2.575573948791578,2.4473298258313627,-1.1222956269814401
5222,2019,256,0.261,-1.0836505978280977,-0.3475319167947869,0.2771748219298211,2.187736485218823,1.3389927503313364,0.9765127428101011,-0.7718167589482331,-0.7956653588335459
4940,2018,489,0.297,-0.47457798294742626,0.8745931891170142,-0.040480241646291715,1.2704240230779227,-0.39905471505666973,0.26930996258171197,0.20885041257402823,0.07534868956083872
9393,2018,337,0.245,0.017660900692362376,-1.1375215499817246,0.2654867492862757,0.5263250713885277,1.0340721423685288,1.217604599706142,-0.622584798064413,-1.4489258951293347
19556,2021,598,0.32,0.5044617746254798,-0.9305859971264167,0.15600511227551228,-0.8872438600690332,1.0950562639610903,-0.8557853695998153,0.5286331858965049,-0.5234734687103008
11472,2018,233,0.249,1.0999734879609353,-0.20397267449503434,-0.06673585393162451,-0.6126835389931652,-0.048396015899440106,0.4621834480985454,-0.7931356105030649,-0.19684320056240648
11615,2024,360,0.21,-1.2373370423424326,2.0821551023393394,-0.15626369323913747,0.20004358661996383,-0.8564356270008815,-0.5986207222440375,-1.0702806807158773,-0.7956653588335459
13897,2022,174,0.243,1.082322179654183,-0.8941345629171293,0.06528348584013277,2.9279777810526855,-2.2743164540279395,-0.14858258937142618,0.18753156101919644,-0.19684320056240648
15223,2017,454,0.306,1.2328966922279647,0.3895911206037976,-0.19736909560628635,-1.3167771706992593,-0.7344673838157582,-1.3218962929321636,2.127547052508886,1.0008011159798724
20308,2022,160,0.344,0.27474057264230684,1.2462321280169342,-0.21896408418414803,-1.2191451397876325,-0.9936499005841453,0.9443671618906271,-0.8997298682772238,0.8919243599305743
15674,2019,105,0.324,1.7489918632890116,-0.7695137603630526,-0.05486836480192747,-1.1137025464030752,-0.10938013749200177,0.39789228625960094,0.6352274436706639,-1.3944875171046853
5452,2020,145,0.291,0.19460904592161313,-0.24773265223351368,0.07289831234811461,2.5462127274977573,0.5614452000261758,1.619424361199545,-1.2195126415997,-1.3944875171046853
21454,2021,124,0.273,-1.7257552111833603,0.5748910941335744,0.1973616326966532,0.08569504700102736,-0.5210229582417931,0.4621834480985454,0.10225615479986931,0.6197324698073291
8090,2018,677,0.291,1.5191599087222531,-2.831048018465132,0.3651868341475797,-1.2561500607721856,2.5434291517844287,1.2497501806256142,-0.515990540290254,-0.4145967126610026
13152,2017,544,0.278,-0.39075210336550936,-0.6511395392587681,0.2335403877765333,0.3743048554519846,-0.703975323019479,0.5907657717764343,-0.6012659465095789,0.5652940917826803
13590,2021,485,0.324,1.0622745383658976,-0.2942322616173426,-0.04433291283630858,-0.21858351177672022,0.6376753520168779,-0.18072817029090021,0.03829960013537397,-0.5234734687103008
15112,2023,627,0.326,0.5009600648887744,-0.2321152278536414,0.025497882103797664,-1.4539858931657947,1.6439133582941448,-0.936149321898496,0.6352274436706639,0.020910311536189625
18889,2024,141,0.245,-0.38328513627039323,-0.24620547370541848,0.15650100935767264,1.2891884231653277,-1.1918482957599708,0.3818194957998648,0.14489385790953288,1.0552394940045213
3448,2019,244,0.243,0.47099796526241117,-0.3505423871682117,0.052061242941783936,1.6933374057585304,0.012588105693121571,-0.4057472367272041,-0.04697580608395315,-0.6323502247595987
15274,2021,191,0.25,0.4336477363825882,0.20316788332401972,-0.04637898779498073,-0.3981788232731809,-1.4357847821302185,-1.498696987989259,2.148865904063718,-0.2512815785870556
14894,2020,114,0.284,2.0979378129866104,-1.2781178646774483,-0.01012125008299769,0.07874174138488352,-0.8411895966027411,-0.2450193321298429,0.422038928122346,0.29310220165943507
18036,2022,684,0.275,-1.1905318981534017,-0.925945425271618,0.4011859162369149,-0.2713048084689983,-1.0241419613804261,-1.1129500169555924,1.0402856232124664,0.23866382363478575
9893,2017,129,0.368,1.4887768658381455,-2.05008973030394,0.22310920899412423,-0.4440420651111792,2.2080164830253386,2.2462631891292535,-2.2428175162316246,0.4564173357333821
7996,2017,307,0.35,1.489191529417511,-0.34624922357211796,-0.09654861477439924,-0.6072066201859276,0.7443975648038609,-0.9040037409790237,0.9550102169931394,0.40197895770873276
11936,2015,432,0.33,0.5984640004794761,-0.13518091160365064,-0.006838572970664147,-0.4696168946719327,-0.3533166238622485,-1.0968772264958562,0.9123725138834757,-0.03352806648845946
12552,2019,662,0.312,0.32094281263155017,-0.9994122110672691,0.1955554387826095,0.5713786817506737,2.1927704526271996,1.8444434276358506,-0.7718167589482331,-0.5779118467349499
10951,2016,257,0.346,1.2983287535103134,0.6799213163052372,-0.26132608764826415,-1.7252124375763875,-1.3290625693432345,-1.1611683883348025,1.2961118418704478,-0.904542114882844
22650,2023,293,0.258,-0.874626375352685,1.3662260115743394,-0.07462575990980214,-0.3296935254922444,-0.3685626542603889,0.26930996258171197,0.2514881156836918,-1.6666794072279305
7304,2020,156,0.375,1.4590521387643427,-1.3282456961245162,0.09202436779839318,-0.8880534915448858,1.5676832063034425,0.8961487905114206,-1.5819331180318401,-0.5779118467349499
14344,2022,699,0.274,-0.48577480338700657,-0.40378081525005904,0.20093594210561982,1.0347260128429734,1.064564203164808,-0.020000265693539028,-0.5586282433999152,-1.4489258951293347
4106,2021,508,0.337,1.4926794033904813,0.19793616567277983,-0.19913042034333261,-0.6887888977233021,0.3327547440540695,-0.6468390936232459,0.44335777967717543,-0.2512815785870556
5486,2018,151,0.219,-2.3879625575045744,1.291380027207874,0.15909468110574432,-0.7305087314201726,0.8663658079889842,-0.7272030459219264,0.891053662328644,0.7830476038812761
19955,2022,471,0.341,0.31769518964994115,0.655425659122882,-0.11437909229042331,-0.7136493465700673,-0.5667610494362143,0.26930996258171197,-0.7504979073934013,1.2729930061031176
14350,2019,447,0.341,0.5692471798250521,0.9293139980001046,-0.20226983066923454,-1.4303160788423417,-0.33807059346410806,-0.8879309505192876,0.5925897405610002,1.0552394940045213
13620,2021,359,0.27,1.1735518482776668,-1.7418072634137216,0.21104234621535956,0.9031370853264747,0.07357222728568155,0.3336011244206564,0.6991839983351592,-1.0134188709321421
12294,2018,329,0.344,1.649128917169578,0.40825416742354037,-0.2612915513564533,-1.4643206008281473,0.5004610784336141,-1.1290228074153286,1.1895175840962888,1.2729930061031176
7304,2017,499,0.28,-0.20668065283479403,-1.3078736015148265,0.33000672102417694,0.6474840404808101,0.8816118383871246,2.005171332233212,-1.603251969586672,-0.7956653588335459
18289,2019,520,0.305,-0.3552881155621157,0.3389136004163825,0.042683239767704606,0.05683406615593331,1.826865723071828,-0.3736016558077318,0.891053662328644,-0.19684320056240648
13300,2018,143,0.281,0.7171739800821766,-0.3427811247050256,0.014869646896054967,0.2866741545361828,-1.5120149341209208,0.044290896145406336,-0.06829465763878492,-1.2311723830307382
15429,2018,457,0.342,1.1969288920064953,-1.4445109020369264,0.15188353132768018,0.11622291617876192,-0.17036425908456346,1.217604599706142,-1.027642977606214,-0.08796644451310831
10200,2021,388,0.324,1.0442280822116408,-0.6997301963510032,0.03434798919812376,-0.5755357418658144,0.18029444007266618,0.3336011244206564,0.059618451690205757,-1.2856107610553873
5015,2016,539,0.3,-0.943479079240702,0.7274199051862636,0.05519310181421777,-0.7432723335100831,-0.3533166238622485,-1.0325860646569118,0.9336913654383076,1.2729930061031176
15608,2019,204,0.258,0.3622312198693437,-0.3165625337822846,0.06147644129629293,1.0946863674369942,-0.33807059346410806,0.31752833396092034,-0.9423675713868873,-0.7956653588335459
5227,2019,182,0.324,1.5284799277185694,0.8597397950753919,-0.32846506809211706,-1.7252124375763875,-1.6797212685004637,-1.8362255876437177,3.022938817811821,-1.5578026511786325
19858,2022,511,0.285,-0.762902015210693,0.6620792844059269,0.041236155665787644,0.258384678262277,-1.2528324173525323,0.06036368660514245,-1.6672085242511667,0.07534868956083872
16252,2023,691,0.31,0.023125052687123407,-0.5469649570377273,0.1539199885909437,-0.2615892307587685,0.3937388656466312,-0.14858258937142618,-0.28148317318710275,1.9262535423989062
15983,2017,142,0.307,-1.101579843429354,-0.6346998300335605,0.3336429730772247,-0.6844073626775116,1.2017784767480735,0.12465484844408692,-0.19620776696777562,1.2185546280784685
16221,2017,332,0.328,-0.06744436941867707,0.5781355543075206,-0.04397319587188053,-0.483333004380494,0.18029444007266618,-0.42182002718694017,0.27280696723852355,1.70850003030031
13546,2020,116,0.313,2.0090333216941962,0.400707578902677,-0.31212099361563683,-0.08466094059452678,-1.6644752381023231,0.3818194957998648,-0.40939628251609517,2.797267590793291
22263,2023,464,0.296,0.8410096714305884,-2.1198671531238498,0.33022986884467087,1.0237245498475676,0.530953139229895,0.9604399523503651,0.12357500635470109,-0.30571995661170465
10556,2016,622,0.363,1.4227093131755033,1.4777847337795893,-0.42904072020286366,-1.0252622140114211,-0.9631578397878644,-0.6468390936232459,0.9976479201028029,1.0008011159798724
11265,2019,464,0.298,0.016574182721456557,0.2501561624724754,0.005351060490723869,1.7274371785062002,0.9730880207759671,0.9604399523503651,-0.9423675713868873,-0.5234734687103008
15730,2020,105,0.188,2.0565487427612537,-1.0546139507985552,-0.04603678011788426,0.5352786430038379,-1.3443085997413748,0.1085820579843508,-0.28148317318710275,1.1096778720291707
2900,2019,449,0.285,-1.131652392927929,0.9614188384673508,0.038616688456294845,-1.1868075061344645,1.217024507146212,-1.209386759714009,1.1895175840962888,-1.2856107610553873
29591,2024,561,0.317,-1.2204272137267471,0.02469655945039817,0.22720909671156508,-1.4265060483677416,0.6681674128131587,-0.08429142753248171,-0.004338102974289588,0.6197324698073291
13602,2023,302,0.237,-1.0652309992751499,-1.5103082197083006,0.49260856020113986,0.9957208258592574,1.3085006895350555,0.8640032095919465,-1.6672085242511667,0.3475405796840839
27676,2024,554,0.265,-0.9196334489706929,-0.3484258642702041,0.2535331962985755,0.33834769284794447,0.7748896256001416,1.0729494855685169,-1.5606142664770084,-0.5779118467349499
13755,2019,144,0.232,-1.3784630376255542,1.8175883640328772,-0.08615127951137258,0.22018912275441171,0.10406428808196408,-0.8879309505192876,0.03829960013537397,-1.7755561632772285
10231,2018,464,0.291,0.8811982012182353,0.16834672968355283,-0.10481541873471922,1.369961069226848,-0.8259435662046023,0.2532371721219759,-0.21752661852260738,0.7286092258566274
14162,2016,660,0.328,0.5838185615072142,0.7967419087767299,-0.17951787389011775,-0.8639550487930404,0.7443975648038609,-0.2450193321298429,0.31544467034818713,0.3475405796840839
13895,2016,184,0.279,0.23028731561867008,0.015587220241131653,0.018326942976060412,1.1160225380947548,-1.6339831773060425,-0.38967444626746794,1.08292332632213,-1.2311723830307382
12856,2015,451,0.342,0.9307822073574021,0.06234391011772319,-0.0921297447915419,-1.2234790494524899,0.22603253126708575,-1.0165132741971756,0.48599548278684135,0.8374859819059255
17696,2020,172,0.25,0.3532673606319613,0.7137299847636684,-0.13047929928106594,0.02368680102691254,-0.7344673838157582,-1.2736779215529535,1.6585323183025882,-1.3400491390800364
19956,2023,323,0.397,0.8886035456121444,-1.8651827873824718,0.2755485921997267,-0.2595889647596029,0.6986594736094396,0.9604399523503651,-0.7718167589482331,0.5652940917826803
5222,2021,362,0.254,-2.1267426452982354,0.32766023163759506,0.30194467489765175,0.7193983656888864,0.5614452000261758,0.7675664668335298,-0.8997298682772238,-0.19684320056240648
12861,2016,647,0.304,0.04992021728479504,-0.9764329075422664,0.23058769497820875,0.8822771684780393,0.6376753520168779,-0.05214584661300948,0.891053662328644,0.40197895770873276
14477,2023,203,0.27,-0.4086334510753411,-0.6624919285926886,0.2382655300060159,-0.9992111306413429,-0.07888807669572094,-1.0325860646569118,1.4879815058639339,0.6197324698073291
11476,2016,656,0.349,0.3192079042862722,0.37682569816279826,-0.0623403370234914,-0.2164403696347572,-0.7802054750101793,-2.2219725586773835,2.340735568057204,1.3274313841277665
17684,2022,253,0.27,0.6543409715620334,-0.21897566535806548,0.0007679173477548318,-0.9274873069569964,-0.8411895966027411,-1.5790609402879399,1.3813872480897749,-0.7956653588335459
9874,2022,541,0.285,-0.5870210155316414,1.2694194292692078,-0.09821708783038963,-1.118703211400988,-1.4510308125283573,-2.3666276728150084,2.340735568057204,-0.5779118467349499
12179,2015,335,0.297,-0.5610736805770766,0.6771595847198953,0.009109357820802355,0.7276851819711415,-0.5820070798343547,0.671129724075115,-1.7524839304704938,-0.30571995661170465
11899,2022,433,0.31,-0.6652212174211303,-1.0113049712033686,0.34094126957502935,-1.0394069521483735,1.186532446349933,-0.4539656081064124,0.12357500635470109,0.07534868956083872
1845,2015,262,0.293,-0.7397705991742196,-0.4318197823708668,0.24306627256767965,1.516551991737088,-0.4600388366492314,1.7962250562566422,-1.6672085242511667,-0.904542114882844
11038,2016,414,0.278,0.3921429962051727,0.12938652736619766,-0.026514486479370047,2.751573370078703,-0.13987219828828262,1.4426236661424476,-0.40939628251609517,1.3818697621524159
17907,2022,581,0.304,0.17808592437254048,1.0203956904642804,-0.16257211841247,-1.394597043142966,0.4089848960447716,-1.5469153593684675,1.3813872480897749,-0.6867886027842478
29622,2024,524,0.306,-0.39804732700657863,0.7376546174193562,-0.025903469302424265,0.5950961214550592,-2.1371021804446757,-1.4826241975295231,0.4646766312320096,1.3274313841277665
12927,2018,535,0.351,0.3627327079677541,0.2471774254492521,-0.044339795526378234,0.24133479188844148,0.7443975648038609,0.671129724075115,-0.3454397278515999,1.1096778720291707
9054,2017,637,0.285,0.10466421529853295,-1.3004028228671358,0.28340947188732146,-0.17810193798409393,1.0798102335629483,0.044290896145406336,-0.17488891541294382,-1.1767340050060893
10847,2017,647,0.291,-0.3435968301293767,0.8924197274652876,-0.06283773794400771,-0.014985008290277923,-0.47528486704737183,0.7675664668335298,-0.8997298682772238,0.6197324698073291
4579,2017,473,0.347,0.09925840043965728,1.1772290732143853,-0.1805472355246598,-0.11166453158325507,-0.47528486704737183,0.3657467053401287,-0.21752661852260738,-0.19684320056240648
1572,2016,498,0.252,0.1842569623915345,-0.592404881305791,0.13905289942351806,-0.9449658217592245,-1.1766022653618302,0.14072763890382303,-0.622584798064413,0.674170847831978
5557,2016,292,0.222,-1.730113096653353,-1.363945565826145,0.5616712369646304,-0.11399817524894763,0.7748896256001416,0.928294371430891,-0.7931356105030649,-0.958980492907493
18360,2020,206,0.28,0.7278513058366339,-0.3709288421160139,0.0185994925471189,-0.6900747830084794,0.19554047047080658,0.1889460102830314,0.6991839983351592,-0.7956653588335459
19252,2019,430,0.309,1.7930293356253428,-3.001706246219208,0.3574421741014995,-0.897007063160196,1.0950562639610903,1.4265508756827117,-1.4540200087028494,1.3818697621524159
9952,2023,179,0.271,-0.4983204020375413,-1.2340482596715894,0.35849439789676896,1.4059182318308878,0.2870166528596491,0.4621834480985454,0.31544467034818713,-0.30571995661170465
12510,2022,176,0.263,0.8484295026854196,-2.241180785188314,0.35190816647428613,1.1218328345685198,-1.4205387517320764,1.201531809246406,0.03829960013537397,-1.3400491390800364
13369,2020,193,0.292,0.8308035976701188,0.4825315447629249,-0.15643313035777484,-0.28792606641444124,0.07357222728568155,-1.0004404837374412,0.7631405529996533,-0.30571995661170465
11003,2017,325,0.278,0.29541007012405085,-0.7017412548555592,0.14342627636338712,2.0420028195653703,0.19554047047080658,0.6068385622361686,0.01698074858054219,-1.0134188709321421
3086,2021,252,0.256,-0.8238571717557899,0.33669334804105305,0.11111883977257953,0.19847194904919105,0.07357222728568155,0.413965076719337,-0.388077430961261,-0.7956653588335459
9218,2018,690,0.359,1.166281413654317,-0.7281492696643515,0.02196100066523754,0.3203929242363935,2.1165403006364976,-0.42182002718694017,0.18753156101919644,0.1842254456101369
1744,2023,370,0.317,0.36068398143128627,0.9031362475458992,-0.1670837736917099,-0.27287644603977096,-0.06364204629758052,-0.5825479317843013,0.4646766312320096,-1.8299945413018777
