id,season,pa,avg,babip,bb_rate,k_rate,sprint_speed,swstr,oswing,zswing,swing,ocontact,zcontact,contact,ld,gb,fb,iffb,hr_fb,pull,oppo,hard,team_- - -,team_ARI,team_ATL,team_BAL,team_BOS,team_CHC,team_CHW,team_CIN,team_CLE,team_COL,team_DET,team_HOU,team_KCR,team_LAA,team_LAD,team_MIA,team_MIL,team_MIN,team_NYM,team_NYY,team_OAK,team_PHI,team_PIT,team_SDP,team_SEA,team_SFG,team_STL,team_TBR,team_TEX,team_TOR,team_WSN,player_id
14344,2023,720,0.283,0.302,0.14400000000000002,0.23199999999999998,3.1,0.11900000000000001,0.295,0.735,0.46799999999999997,0.695,0.777,0.746,0.17800000000000002,0.387,0.436,0.031,0.278,0.382,0.245,0.42700000000000005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11
11281,2021,720,0.277,0.309,0.055999999999999994,0.14300000000000002,6.6,0.081,0.326,0.732,0.498,0.758,0.887,0.838,0.243,0.40700000000000003,0.35,0.06,0.05,0.35600000000000004,0.321,0.262,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
26289,2024,719,0.281,0.32,0.10800000000000001,0.221,6.7,0.098,0.262,0.6859999999999999,0.442,0.623,0.858,0.778,0.20600000000000002,0.467,0.326,0.077,0.239,0.392,0.23199999999999998,0.434,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12
24610,2023,718,0.268,0.294,0.09699999999999999,0.10400000000000001,6.3,0.039,0.248,0.604,0.41,0.797,0.956,0.904,0.253,0.45,0.297,0.07200000000000001,0.03,0.3,0.314,0.184,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13
12533,2024,718,0.237,0.25,0.08900000000000001,0.146,4.3,0.095,0.303,0.787,0.5,0.642,0.904,0.81,0.179,0.396,0.425,0.138,0.099,0.504,0.203,0.326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
18401,2019,715,0.28,0.337,0.106,0.263,6.2,0.11699999999999999,0.267,0.715,0.45299999999999996,0.632,0.8,0.742,0.244,0.38,0.376,0.048,0.248,0.401,0.271,0.45799999999999996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
18360,2023,715,0.281,0.324,0.083,0.24100000000000002,4.1,0.124,0.31,0.7190000000000001,0.48200000000000004,0.596,0.831,0.743,0.185,0.413,0.402,0.079,0.19399999999999998,0.41100000000000003,0.23199999999999998,0.413,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14
23697,2023,714,0.275,0.33,0.066,0.245,6.0,0.14400000000000002,0.41,0.73,0.5379999999999999,0.589,0.851,0.732,0.185,0.47600000000000003,0.33899999999999997,0.061,0.196,0.42,0.237,0.387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,15
10071,2019,714,0.274,0.341,0.085,0.24600000000000002,7.1,0.12300000000000001,0.308,0.7509999999999999,0.491,0.635,0.8140000000000001,0.7490000000000001,0.198,0.489,0.313,0.076,0.16699999999999998,0.396,0.267,0.29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
20123,2024,713,0.288,0.298,0.18100000000000002,0.16699999999999998,4.3,0.07400000000000001,0.213,0.601,0.369,0.674,0.8640000000000001,0.799,0.204,0.436,0.36,0.085,0.25,0.451,0.20199999999999999,0.43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,17
25764,2024,709,0.332,0.354,0.08,0.15,7.2,0.098,0.354,0.748,0.512,0.7,0.884,0.8079999999999999,0.18600000000000003,0.37,0.444,0.109,0.134,0.35100000000000003,0.264,0.353,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
11493,2018,709,0.297,0.304,0.099,0.147,4.4,0.098,0.322,0.735,0.488,0.6579999999999999,0.89,0.7979999999999999,0.17800000000000002,0.4,0.42200000000000004,0.11599999999999999,0.16399999999999998,0.381,0.257,0.386,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
20123,2023,708,0.275,0.296,0.18600000000000003,0.182,3.5,0.063,0.2,0.602,0.35700000000000004,0.6759999999999999,0.899,0.823,0.166,0.51,0.324,0.077,0.245,0.389,0.207,0.41100000000000003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17
10556,2018,708,0.253,0.315,0.134,0.21899999999999997,5.0,0.07200000000000001,0.203,0.5870000000000001,0.376,0.6,0.897,0.809,0.205,0.45899999999999996,0.336,0.048,0.102,0.40299999999999997,0.275,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20
16252,2022,708,0.298,0.342,0.064,0.185,6.4,0.128,0.364,0.745,0.511,0.607,0.8590000000000001,0.7490000000000001,0.214,0.429,0.35700000000000004,0.064,0.11199999999999999,0.45399999999999996,0.218,0.315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
5361,2022,708,0.325,0.359,0.11900000000000001,0.14400000000000002,4.8,0.083,0.313,0.7609999999999999,0.493,0.75,0.88,0.831,0.275,0.387,0.33799999999999997,0.034,0.12,0.364,0.3,0.369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
5361,2018,707,0.309,0.358,0.107,0.187,4.5,0.124,0.345,0.85,0.556,0.6679999999999999,0.84,0.778,0.32299999999999995,0.364,0.313,0.019,0.149,0.431,0.258,0.419,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
11281,2018,707,0.304,0.352,0.086,0.161,6.1,0.084,0.32799999999999996,0.677,0.47700000000000004,0.731,0.884,0.823,0.298,0.349,0.353,0.147,0.065,0.337,0.31,0.369,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
19611,2022,706,0.274,0.289,0.08199999999999999,0.16399999999999998,3.1,0.109,0.342,0.737,0.49700000000000005,0.649,0.8740000000000001,0.78,0.17300000000000001,0.521,0.306,0.11199999999999999,0.19899999999999998,0.395,0.228,0.384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21
13611,2019,706,0.295,0.309,0.13699999999999998,0.14300000000000002,6.3,0.051,0.214,0.615,0.38299999999999995,0.7190000000000001,0.937,0.866,0.248,0.315,0.43799999999999994,0.1,0.131,0.436,0.228,0.43,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
12916,2022,706,0.27,0.301,0.084,0.188,5.6,0.1,0.33799999999999997,0.69,0.47700000000000004,0.667,0.8809999999999999,0.79,0.179,0.431,0.39,0.138,0.133,0.433,0.24,0.312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
4949,2018,705,0.266,0.333,0.099,0.299,3.8,0.145,0.325,0.653,0.449,0.522,0.805,0.6779999999999999,0.185,0.45,0.365,0.132,0.25,0.389,0.24,0.423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23
16472,2019,705,0.226,0.267,0.165,0.245,3.6,0.085,0.24,0.61,0.392,0.6809999999999999,0.84,0.782,0.20600000000000002,0.29,0.504,0.153,0.14300000000000002,0.474,0.19399999999999998,0.462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24
5930,2018,705,0.297,0.318,0.102,0.113,2.1,0.045,0.22899999999999998,0.616,0.40399999999999997,0.7859999999999999,0.9329999999999999,0.888,0.266,0.433,0.301,0.066,0.084,0.317,0.292,0.406,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25
17678,2018,705,0.286,0.289,0.136,0.121,3.6,0.043,0.2,0.605,0.371,0.7909999999999999,0.9279999999999999,0.885,0.21899999999999997,0.34600000000000003,0.434,0.126,0.14,0.484,0.191,0.354,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9
13152,2019,704,0.295,0.328,0.085,0.165,4.7,0.073,0.285,0.672,0.446,0.7190000000000001,0.907,0.836,0.263,0.292,0.444,0.07,0.096,0.374,0.261,0.395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26
15640,2024,704,0.322,0.367,0.18899999999999997,0.243,3.9,0.121,0.213,0.7190000000000001,0.42,0.489,0.807,0.7120000000000001,0.233,0.305,0.462,0.055999999999999994,0.322,0.4,0.251,0.47700000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,27
12533,2018,703,0.255,0.296,0.087,0.18600000000000003,4.7,0.083,0.262,0.6709999999999999,0.43799999999999994,0.672,0.883,0.8109999999999999,0.228,0.392,0.38,0.114,0.078,0.467,0.22699999999999998,0.325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
17350,2019,702,0.311,0.339,0.068,0.17,4.9,0.121,0.405,0.762,0.5489999999999999,0.7190000000000001,0.826,0.779,0.213,0.444,0.34299999999999997,0.099,0.177,0.42100000000000004,0.27699999999999997,0.375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28
16556,2019,702,0.295,0.325,0.077,0.16,6.2,0.11699999999999999,0.379,0.8140000000000001,0.555,0.674,0.868,0.789,0.255,0.379,0.366,0.077,0.124,0.455,0.207,0.423,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29
14344,2022,699,0.24,0.274,0.107,0.243,1.2,0.128,0.32799999999999996,0.754,0.495,0.6679999999999999,0.792,0.742,0.187,0.39,0.423,0.13699999999999998,0.179,0.40399999999999997,0.222,0.39299999999999996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11
6153,2019,699,0.269,0.283,0.07200000000000001,0.18600000000000003,5.3,0.12,0.408,0.711,0.525,0.684,0.85,0.7709999999999999,0.22699999999999998,0.32799999999999996,0.446,0.052000000000000005,0.152,0.43799999999999994,0.207,0.413,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
12161,2019,698,0.309,0.338,0.109,0.175,2.7,0.079,0.294,0.5770000000000001,0.41100000000000003,0.6859999999999999,0.894,0.807,0.191,0.41200000000000003,0.39799999999999996,0.061,0.16699999999999998,0.426,0.245,0.38799999999999996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31
19611,2021,698,0.311,0.313,0.12300000000000001,0.158,3.1,0.124,0.28300000000000003,0.7609999999999999,0.473,0.5579999999999999,0.84,0.7390000000000001,0.188,0.44799999999999995,0.365,0.077,0.265,0.39899999999999997,0.24600000000000002,0.41700000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21
13510,2018,698,0.27,0.252,0.152,0.115,6.2,0.047,0.223,0.623,0.385,0.794,0.9209999999999999,0.877,0.207,0.33399999999999996,0.45899999999999996,0.13,0.16899999999999998,0.5,0.198,0.361,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32
19611,2024,697,0.323,0.342,0.10300000000000001,0.138,2.2,0.096,0.306,0.71,0.48,0.667,0.878,0.8009999999999999,0.185,0.48100000000000004,0.33399999999999996,0.063,0.171,0.353,0.252,0.41200000000000003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21
19612,2022,697,0.29,0.347,0.059000000000000004,0.222,3.8,0.114,0.386,0.805,0.56,0.6609999999999999,0.888,0.797,0.204,0.48700000000000004,0.309,0.052000000000000005,0.156,0.293,0.33899999999999997,0.349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33
26668,2024,696,0.259,0.359,0.099,0.313,8.7,0.138,0.297,0.624,0.429,0.498,0.805,0.679,0.207,0.46299999999999997,0.33,0.053,0.191,0.439,0.218,0.37,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34
15640,2022,696,0.311,0.34,0.159,0.251,4.0,0.11800000000000001,0.268,0.6759999999999999,0.425,0.517,0.852,0.722,0.193,0.373,0.435,0.046,0.35600000000000004,0.475,0.20800000000000002,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,27
18314,2022,696,0.277,0.348,0.07,0.261,4.8,0.139,0.314,0.746,0.495,0.5710000000000001,0.804,0.718,0.212,0.387,0.4,0.065,0.135,0.39799999999999996,0.251,0.34,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35
7859,2018,696,0.291,0.329,0.085,0.193,6.1,0.085,0.318,0.6659999999999999,0.474,0.6990000000000001,0.893,0.821,0.23199999999999998,0.434,0.33399999999999996,0.049,0.177,0.408,0.222,0.358,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36
5361,2021,695,0.3,0.321,0.122,0.154,4.3,0.09699999999999999,0.297,0.807,0.511,0.741,0.8440000000000001,0.809,0.244,0.43,0.325,0.037000000000000005,0.193,0.376,0.257,0.384,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
19251,2024,695,0.24,0.276,0.10099999999999999,0.247,2.8,0.09699999999999999,0.294,0.629,0.429,0.618,0.88,0.773,0.157,0.42100000000000004,0.42100000000000004,0.10300000000000001,0.184,0.428,0.26899999999999996,0.349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,37
24064,2024,695,0.269,0.344,0.033,0.28800000000000003,4.2,0.192,0.48100000000000004,0.826,0.619,0.524,0.835,0.69,0.213,0.32799999999999996,0.45899999999999996,0.10400000000000001,0.12300000000000001,0.38799999999999996,0.259,0.36200000000000004,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38
11579,2018,695,0.249,0.289,0.187,0.243,3.7,0.131,0.261,0.754,0.45399999999999996,0.5539999999999999,0.7959999999999999,0.711,0.222,0.39799999999999996,0.38,0.034,0.231,0.423,0.282,0.423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,39
