id,season,avg_actual,avg_pred,residual,pa,RAWBA,BAA,luck_component
589,2015,0.276,0.2495049461970553,0.0264950538029446,531,0.276,0.2495049461970553,0.02649505380294473
8418,2015,0.186,0.2396565625220696,-0.0536565625220696,134,0.186,0.2396565625220696,-0.0536565625220696
8001,2015,0.249,0.2679600281058714,-0.0189600281058713,430,0.249,0.2679600281058714,-0.018960028105871385
24934,2024,0.263,0.245683230461195,0.0173167695388049,392,0.263,0.245683230461195,0.01731676953880501
21693,2024,0.232,0.259953857181662,-0.0279538571816619,363,0.232,0.259953857181662,-0.027953857181661962
14225,2018,0.267,0.2605371954437034,0.0064628045562966,444,0.267,0.2605371954437034,0.0064628045562966085
18360,2024,0.256,0.2438804349556403,0.0121195650443597,469,0.256,0.2438804349556403,0.01211956504435971
16530,2022,0.214,0.2534634169792424,-0.0394634169792424,265,0.214,0.2534634169792424,-0.03946341697924241
27479,2024,0.267,0.2600681533659858,0.0069318466340141,637,0.267,0.2600681533659858,0.006931846634014194
18015,2023,0.207,0.2161113330373438,-0.0091113330373438,400,0.207,0.2161113330373438,-0.009111333037343822
12861,2020,0.286,0.2647701655532306,0.0212298344467693,232,0.286,0.2647701655532306,0.021229834446769402
10556,2019,0.279,0.2776703468372197,0.0013296531627802,667,0.279,0.2776703468372197,0.001329653162780331
16376,2015,0.27,0.2488930796739888,0.0211069203260111,194,0.27,0.2488930796739888,0.02110692032601122
7007,2018,0.261,0.284393813278861,-0.023393813278861,503,0.261,0.284393813278861,-0.023393813278860975
23667,2022,0.277,0.3024160483418808,-0.0254160483418807,344,0.277,0.3024160483418808,-0.02541604834188077
14818,2020,0.268,0.2174039044463749,0.050596095553625,108,0.268,0.2174039044463749,0.050596095553625126
18568,2020,0.321,0.3010629156101899,0.0199370843898101,121,0.321,0.3010629156101899,0.019937084389810122
5222,2019,0.215,0.2008372879288514,0.0141627120711485,256,0.215,0.2008372879288514,0.014162712071148609
4940,2018,0.27,0.2636743971149982,0.0063256028850018,489,0.27,0.2636743971149982,0.006325602885001835
9393,2018,0.239,0.2381177329467998,0.0008822670532001,337,0.239,0.2381177329467998,0.0008822670532001864
19556,2021,0.277,0.2445163111686738,0.0324836888313261,598,0.277,0.2445163111686738,0.03248368883132621
11472,2018,0.206,0.2659799570904964,-0.0599799570904963,233,0.206,0.2659799570904964,-0.05997995709049639
11615,2024,0.169,0.2276443125177536,-0.0586443125177535,360,0.169,0.2276443125177536,-0.058644312517753594
13897,2022,0.217,0.2665834511827087,-0.0495834511827087,174,0.217,0.2665834511827087,-0.04958345118270871
15223,2017,0.276,0.2973400264654076,-0.0213400264654075,454,0.276,0.2973400264654076,-0.021340026465407558
20308,2022,0.227,0.217095949009667,0.0099040509903329,160,0.227,0.217095949009667,0.009904050990333008
15674,2019,0.299,0.2806818770880485,0.0183181229119515,105,0.299,0.2806818770880485,0.018318122911951507
5452,2020,0.23,0.2256384580732516,0.0043615419267483,145,0.23,0.2256384580732516,0.004361541926748397
21454,2021,0.239,0.2223832931259285,0.0166167068740714,124,0.239,0.2223832931259285,0.01661670687407149
8090,2018,0.257,0.2607421845531405,-0.0037421845531405,677,0.257,0.2607421845531405,-0.003742184553140515
13152,2017,0.256,0.2485130204043234,0.0074869795956765,544,0.256,0.2485130204043234,0.007486979595676596
13590,2021,0.305,0.2787123081890038,0.0262876918109962,485,0.305,0.2787123081890038,0.026287691810996217
15112,2023,0.24,0.2457180850004,-0.0057180850004,627,0.24,0.2457180850004,-0.005718085000399997
18889,2024,0.197,0.2231365382432091,-0.0261365382432091,141,0.197,0.2231365382432091,-0.02613653824320908
3448,2019,0.158,0.2014376932638822,-0.0434376932638822,244,0.158,0.2014376932638822,-0.04343769326388219
15274,2021,0.181,0.2323923150264555,-0.0513923150264555,191,0.181,0.2323923150264555,-0.0513923150264555
14894,2020,0.247,0.2897434650532666,-0.0427434650532666,114,0.247,0.2897434650532666,-0.042743465053266594
18036,2022,0.239,0.2294684309202083,0.0095315690797916,684,0.239,0.2294684309202083,0.00953156907979169
9893,2017,0.281,0.238501073229889,0.042498926770111,129,0.281,0.238501073229889,0.04249892677011102
7996,2017,0.309,0.277763746524681,0.0312362534753189,307,0.309,0.277763746524681,0.031236253475318998
11936,2015,0.312,0.2840040263124601,0.0279959736875399,432,0.312,0.2840040263124601,0.02799597368753992
12552,2019,0.271,0.2279228088363367,0.0430771911636632,662,0.271,0.2279228088363367,0.04307719116366332
10951,2016,0.276,0.2651712508471194,0.0108287491528805,257,0.276,0.2651712508471194,0.010828749152880623
22650,2023,0.221,0.2395410726332558,-0.0185410726332558,293,0.221,0.2395410726332558,-0.0185410726332558
7304,2020,0.333,0.2650209531376783,0.0679790468623217,156,0.333,0.2650209531376783,0.0679790468623217
14344,2022,0.24,0.2302928526641089,0.009707147335891,699,0.24,0.2302928526641089,0.009707147335891092
4106,2021,0.311,0.2951676843120862,0.0158323156879137,508,0.311,0.2951676843120862,0.015832315687913823
5486,2018,0.179,0.238906523693593,-0.059906523693593,151,0.179,0.238906523693593,-0.059906523693593006
19955,2022,0.276,0.2631698140310781,0.0128301859689218,471,0.276,0.2631698140310781,0.012830185968921937
14350,2019,0.275,0.2797227295307383,-0.0047227295307383,447,0.275,0.2797227295307383,-0.004722729530738268
13620,2021,0.24,0.2491526582219073,-0.0091526582219073,359,0.24,0.2491526582219073,-0.009152658221907306
12294,2018,0.235,0.2563868659852586,-0.0213868659852586,329,0.235,0.2563868659852586,-0.02138686598525863
7304,2017,0.268,0.2415162760157971,0.0264837239842029,499,0.268,0.2415162760157971,0.026483723984202928
18289,2019,0.261,0.2587360349004496,0.0022639650995503,520,0.261,0.2587360349004496,0.0022639650995504024
13300,2018,0.232,0.2441527331097387,-0.0121527331097387,143,0.232,0.2441527331097387,-0.01215273310973869
15429,2018,0.272,0.2491178782842681,0.0228821217157318,457,0.272,0.2491178782842681,0.022882121715731923
10200,2021,0.247,0.2399865846714923,0.0070134153285076,388,0.247,0.2399865846714923,0.007013415328507688
5015,2016,0.238,0.2385474946751895,-0.0005474946751895,539,0.238,0.2385474946751895,-0.0005474946751894971
15608,2019,0.268,0.2890949689382518,-0.0210949689382518,204,0.268,0.2890949689382518,-0.0210949689382518
5227,2019,0.267,0.2753913203439669,-0.0083913203439668,182,0.267,0.2753913203439669,-0.00839132034396689
19858,2022,0.264,0.2551438176663825,0.0088561823336175,511,0.264,0.2551438176663825,0.008856182333617513
16252,2023,0.266,0.2708283735479806,-0.0048283735479806,691,0.266,0.2708283735479806,-0.004828373547980602
15983,2017,0.231,0.2190237691186921,0.0119762308813079,142,0.231,0.2190237691186921,0.01197623088130792
16221,2017,0.241,0.2421388088505583,-0.0011388088505583,332,0.241,0.2421388088505583,-0.0011388088505583094
13546,2020,0.213,0.241996406833867,-0.028996406833867,116,0.213,0.241996406833867,-0.028996406833867006
22263,2023,0.236,0.220553195996475,0.0154468040035249,464,0.236,0.220553195996475,0.015446804003524994
10556,2016,0.294,0.2853343062655913,0.0086656937344086,622,0.294,0.2853343062655913,0.008665693734408675
11265,2019,0.256,0.2427764991402066,0.0132235008597934,464,0.256,0.2427764991402066,0.013223500859793402
15730,2020,0.17,0.2561309898275391,-0.0861309898275391,105,0.17,0.2561309898275391,-0.08613098982753911
2900,2019,0.239,0.2270370495438239,0.011962950456176,449,0.239,0.2270370495438239,0.011962950456176097
29591,2024,0.242,0.2212992546745338,0.0207007453254662,561,0.242,0.2212992546745338,0.020700745325466202
13602,2023,0.205,0.182570047547538,0.0224299524524619,302,0.205,0.182570047547538,0.022429952452461988
27676,2024,0.262,0.2509956485445982,0.0110043514554017,554,0.262,0.2509956485445982,0.011004351455401795
13755,2019,0.191,0.23853225303518,-0.04753225303518,144,0.191,0.23853225303518,-0.047532253035179994
10231,2018,0.269,0.2808490002218832,-0.0118490002218832,464,0.269,0.2808490002218832,-0.011849000221883177
14162,2016,0.274,0.2734342361072011,0.0005657638927988,660,0.274,0.2734342361072011,0.0005657638927989428
13895,2016,0.237,0.235539589329851,0.0014604106701489,184,0.237,0.235539589329851,0.0014604106701489872
12856,2015,0.276,0.2740172004848833,0.0019827995151166,451,0.276,0.2740172004848833,0.0019827995151167066
17696,2020,0.224,0.2684016655727561,-0.0444016655727561,172,0.224,0.2684016655727561,-0.04440166557275607
19956,2023,0.28,0.229510703685797,0.0504892963142029,323,0.28,0.229510703685797,0.050489296314203014
5222,2021,0.211,0.1984059877542726,0.0125940122457273,362,0.211,0.1984059877542726,0.012594012245727398
12861,2016,0.27,0.2473199610829831,0.0226800389170168,647,0.27,0.2473199610829831,0.02268003891701692
14477,2023,0.212,0.232865706222687,-0.020865706222687,203,0.212,0.232865706222687,-0.02086570622268702
11476,2016,0.286,0.2719190277699305,0.0140809722300694,656,0.286,0.2719190277699305,0.014080972230069488
17684,2022,0.22,0.2589046919523952,-0.0389046919523952,253,0.22,0.2589046919523952,-0.03890469195239518
9874,2022,0.261,0.26758647199404,-0.00658647199404,541,0.261,0.26758647199404,-0.00658647199404
12179,2015,0.28,0.257182423851949,0.0228175761480509,335,0.28,0.257182423851949,0.022817576148051022
11899,2022,0.274,0.2433933389433109,0.030606661056689,433,0.274,0.2433933389433109,0.030606661056689133
1845,2015,0.213,0.1825361607952855,0.0304638392047144,262,0.213,0.1825361607952855,0.030463839204714488
11038,2016,0.246,0.253929398433186,-0.007929398433186,414,0.246,0.253929398433186,-0.007929398433186019
17907,2022,0.266,0.2800512790588785,-0.0140512790588784,581,0.266,0.2800512790588785,-0.014051279058878485
29622,2024,0.259,0.2499633161295159,0.0090366838704841,524,0.259,0.2499633161295159,0.009036683870484119
12927,2018,0.263,0.2455173572600315,0.0174826427399685,535,0.263,0.2455173572600315,0.017482642739968524
9054,2017,0.27,0.2468426818364592,0.0231573181635408,637,0.27,0.2468426818364592,0.02315731816354083
10847,2017,0.278,0.2729184169000179,0.005081583099982,647,0.278,0.2729184169000179,0.005081583099982134
4579,2017,0.3,0.2560641249398857,0.0439358750601143,473,0.3,0.2560641249398857,0.043935875060114316
1572,2016,0.231,0.2620418093496516,-0.0310418093496515,498,0.231,0.2620418093496516,-0.03104180934965159
5557,2016,0.171,0.1823629039901242,-0.0113629039901242,292,0.171,0.1823629039901242,-0.011362903990124185
18360,2020,0.239,0.2590981978381718,-0.0200981978381717,206,0.239,0.2590981978381718,-0.020098197838171794
19252,2019,0.234,0.2459563196469066,-0.0119563196469066,430,0.234,0.2459563196469066,-0.011956319646906577
9952,2023,0.163,0.1679982200086004,-0.0049982200086004,179,0.163,0.1679982200086004,-0.004998220008600396
12510,2022,0.203,0.2064817230114494,-0.0034817230114493,176,0.203,0.2064817230114494,-0.003481723011449389
13369,2020,0.227,0.2557519484044125,-0.0287519484044125,193,0.227,0.2557519484044125,-0.028751948404412503
11003,2017,0.263,0.2520587118671635,0.0109412881328364,325,0.263,0.2520587118671635,0.010941288132836513
3086,2021,0.227,0.2357335580143614,-0.0087335580143614,252,0.227,0.2357335580143614,-0.008733558014361403
9218,2018,0.29,0.2594395464057827,0.0305604535942172,690,0.29,0.2594395464057827,0.030560453594217274
1744,2023,0.257,0.2571766426750448,-0.0001766426750448,370,0.257,0.2571766426750448,-0.00017664267504480247
5273,2015,0.184,0.1987667672026823,-0.0147667672026823,128,0.184,0.1987667672026823,-0.014766767202682302
16556,2019,0.295,0.2981888642752615,-0.0031888642752614,702,0.295,0.2981888642752615,-0.0031888642752614937
26668,2024,0.259,0.2437704039627867,0.0152295960372132,696,0.259,0.2437704039627867,0.0152295960372133
4940,2020,0.265,0.2805074715404885,-0.0155074715404885,181,0.265,0.2805074715404885,-0.015507471540488482
19566,2022,0.302,0.2560926261689742,0.0459073738310257,645,0.302,0.2560926261689742,0.04590737383102578
16375,2021,0.224,0.2554291644721385,-0.0314291644721385,238,0.224,0.2554291644721385,-0.03142916447213848
4922,2016,0.291,0.2884218307015507,0.0025781692984492,578,0.291,0.2884218307015507,0.0025781692984492843
4314,2020,0.226,0.2547514534304969,-0.0287514534304969,223,0.226,0.2547514534304969,-0.02875145343049687
8252,2015,0.275,0.2645564023825487,0.0104435976174512,223,0.275,0.2645564023825487,0.010443597617451339
3269,2022,0.15,0.2384122597386059,-0.0884122597386059,104,0.15,0.2384122597386059,-0.08841225973860589
12797,2015,0.223,0.2321309584812532,-0.0091309584812532,103,0.223,0.2321309584812532,-0.009130958481253199
11739,2024,0.266,0.2423869765931118,0.0236130234068882,413,0.266,0.2423869765931118,0.0236130234068882
4316,2020,0.236,0.2429327625071442,-0.0069327625071442,132,0.236,0.2429327625071442,-0.0069327625071442245
12164,2019,0.247,0.2164694461309994,0.0305305538690006,439,0.247,0.2164694461309994,0.03053055386900061
15608,2021,0.236,0.2601002327664936,-0.0241002327664936,216,0.236,0.2601002327664936,-0.02410023276649359
17696,2021,0.226,0.2757972066923112,-0.0497972066923112,554,0.226,0.2757972066923112,-0.04979720669231122
15491,2021,0.273,0.2558276043217727,0.0171723956782273,687,0.273,0.2558276043217727,0.017172395678227315
16530,2024,0.269,0.2737308754584078,-0.0047308754584078,428,0.269,0.2737308754584078,-0.0047308754584077795
22244,2024,0.182,0.2211491957155601,-0.0391491957155601,277,0.182,0.2211491957155601,-0.03914919571556011
24703,2024,0.276,0.2075283290348404,0.0684716709651596,272,0.276,0.2075283290348404,0.06847167096515963
14968,2024,0.269,0.2564355621778769,0.0125644378221231,274,0.269,0.2564355621778769,0.012564437822123131
24934,2023,0.238,0.2268774211727206,0.0111225788272793,113,0.238,0.2268774211727206,0.011122578827279378
4747,2016,0.237,0.2489660070417279,-0.0119660070417279,633,0.237,0.2489660070417279,-0.0119660070417279
9785,2020,0.241,0.2684117758202941,-0.0274117758202941,248,0.241,0.2684117758202941,-0.027411775820294082
12434,2021,0.231,0.2262557743300249,0.004744225669975,347,0.231,0.2262557743300249,0.004744225669975122
10200,2015,0.252,0.2633246240235243,-0.0113246240235243,274,0.252,0.2633246240235243,-0.011324624023524299
16426,2023,0.271,0.2424090590031411,0.0285909409968588,530,0.271,0.2424090590031411,0.02859094099685891
7927,2017,0.273,0.2798967697811185,-0.0068967697811185,299,0.273,0.2798967697811185,-0.0068967697811184725
8203,2015,0.333,0.2922361170175537,0.0407638829824462,653,0.333,0.2922361170175537,0.04076388298244632
3255,2016,0.246,0.2265252819889091,0.0194747180110908,283,0.246,0.2265252819889091,0.019474718011090908
4962,2019,0.26,0.2635699084741292,-0.0035699084741291,514,0.26,0.2635699084741292,-0.003569908474129191
19197,2021,0.258,0.2539054677391664,0.0040945322608336,501,0.258,0.2539054677391664,0.0040945322608336165
21716,2024,0.214,0.2075016067941676,0.0064983932058323,223,0.214,0.2075016067941676,0.006498393205832398
2900,2017,0.207,0.2036696448743615,0.0033303551256384,248,0.207,0.2036696448743615,0.003330355125638479
3892,2017,0.314,0.2742269207117441,0.0397730792882559,540,0.314,0.2742269207117441,0.03977307928825591
14936,2017,0.266,0.2500917692033922,0.0159082307966077,162,0.266,0.2500917692033922,0.015908230796607803
9256,2020,0.276,0.2458571976494024,0.0301428023505976,210,0.276,0.2458571976494024,0.03014280235059763
12155,2020,0.257,0.2573933629108064,-0.0003933629108064,231,0.257,0.2573933629108064,-0.00039336291080638297
2154,2016,0.196,0.2327007699866899,-0.0367007699866899,362,0.196,0.2327007699866899,-0.03670076998668989
24617,2024,0.285,0.2605585660704165,0.0244414339295834,735,0.285,0.2605585660704165,0.024441433929583478
11902,2019,0.305,0.2843932829867873,0.0206067170132126,550,0.305,0.2843932829867873,0.020606717013212705
15429,2019,0.282,0.2464710523752614,0.0355289476247385,634,0.282,0.2464710523752614,0.03552894762473857
20043,2021,0.338,0.2828528386491928,0.0551471613508072,296,0.338,0.2828528386491928,0.05514716135080722
19354,2024,0.243,0.2320317892836898,0.0109682107163101,455,0.243,0.2320317892836898,0.010968210716310184
33189,2023,0.275,0.2861107793100804,-0.0111107793100804,132,0.275,0.2861107793100804,-0.011110779310080365
19251,2020,0.231,0.2167182787736493,0.0142817212263506,239,0.231,0.2167182787736493,0.014281721226350713
7802,2023,0.236,0.2784685868998983,-0.0424685868998983,423,0.236,0.2784685868998983,-0.0424685868998983
8267,2019,0.222,0.2453358132328421,-0.0233358132328421,164,0.222,0.2453358132328421,-0.02333581323284209
7244,2015,0.203,0.2159382288244721,-0.0129382288244721,200,0.203,0.2159382288244721,-0.012938228824472098
9847,2016,0.256,0.2486652088781455,0.0073347911218544,675,0.256,0.2486652088781455,0.007334791121854506
27461,2021,0.204,0.2680003274562073,-0.0640003274562073,183,0.204,0.2680003274562073,-0.06400032745620729
18036,2020,0.285,0.2900524330515368,-0.0050524330515367,192,0.285,0.2900524330515368,-0.005052433051536798
9054,2015,0.226,0.2373031831585086,-0.0113031831585086,328,0.226,0.2373031831585086,-0.01130318315850859
14320,2018,0.23,0.2682439847923729,-0.0382439847923728,456,0.23,0.2682439847923729,-0.03824398479237287
16535,2021,0.223,0.230868082472579,-0.007868082472579,205,0.223,0.230868082472579,-0.007868082472579002
14712,2024,0.238,0.2570273136040097,-0.0190273136040097,343,0.238,0.2570273136040097,-0.01902731360400972
11609,2020,0.243,0.2493539364710073,-0.0063539364710072,225,0.243,0.2493539364710073,-0.006353936471007293
16478,2022,0.218,0.2010070904558993,0.0169929095441006,669,0.218,0.2010070904558993,0.01699290954410071
11899,2019,0.249,0.2368826221403024,0.0121173778596975,514,0.249,0.2368826221403024,0.012117377859697603
5222,2018,0.257,0.236489333516596,0.0205106664834039,613,0.257,0.236489333516596,0.020510666483403994
10807,2017,0.178,0.217884841043226,-0.039884841043226,281,0.178,0.217884841043226,-0.03988484104322601
3516,2022,0.268,0.2605026077229509,0.007497392277049,419,0.268,0.2605026077229509,0.0074973922770490975
19251,2021,0.262,0.2511780253428986,0.0108219746571013,637,0.262,0.2511780253428986,0.010821974657101385
4400,2015,0.269,0.2616764916264387,0.0073235083735613,231,0.269,0.2616764916264387,0.007323508373561327
18015,2019,0.233,0.2374493815368645,-0.0044493815368645,664,0.233,0.2374493815368645,-0.0044493815368644996
6184,2019,0.304,0.2763602567582193,0.0276397432417806,657,0.304,0.2763602567582193,0.0276397432417807
15223,2016,0.301,0.3149690153319971,-0.0139690153319971,160,0.301,0.3149690153319971,-0.013969015331997126
3086,2018,0.245,0.2544057486547574,-0.0094057486547574,459,0.245,0.2544057486547574,-0.009405748654757407
27461,2020,0.245,0.2880237263315122,-0.0430237263315122,183,0.245,0.2880237263315122,-0.04302372633151219
6848,2017,0.313,0.2761895860732589,0.0368104139267411,491,0.313,0.2761895860732589,0.036810413926741115
15271,2022,0.259,0.2327837753939353,0.0262162246060646,177,0.259,0.2327837753939353,0.02621622460606471
12155,2019,0.276,0.2715555531581761,0.0044444468418238,590,0.276,0.2715555531581761,0.004444446841823935
13176,2018,0.229,0.2304345800316707,-0.0014345800316707,207,0.229,0.2304345800316707,-0.0014345800316706847
11385,2015,0.253,0.2348205145172959,0.018179485482704,110,0.253,0.2348205145172959,0.018179485482704094
20321,2024,0.215,0.2102812413052815,0.0047187586947184,233,0.215,0.2102812413052815,0.0047187586947184945
19950,2024,0.252,0.2788696606075765,-0.0268696606075765,633,0.252,0.2788696606075765,-0.026869660607576507
10542,2016,0.279,0.2461692038842366,0.0328307961157634,412,0.279,0.2461692038842366,0.03283079611576342
26123,2023,0.212,0.2417711246492841,-0.0297711246492841,389,0.212,0.2417711246492841,-0.02977112464928411
7304,2016,0.247,0.2212206796862854,0.0257793203137145,546,0.247,0.2212206796862854,0.025779320313714604
639,2018,0.273,0.2673333738218298,0.0056666261781702,481,0.273,0.2673333738218298,0.005666626178170209
17350,2024,0.272,0.2652925096478151,0.0067074903521848,601,0.272,0.2652925096478151,0.0067074903521849305
20178,2024,0.15,0.2056791091233199,-0.0556791091233199,237,0.15,0.2056791091233199,-0.055679109123319914
11489,2016,0.231,0.2340414785442918,-0.0030414785442918,237,0.231,0.2340414785442918,-0.0030414785442917924
19293,2021,0.252,0.2931826061363072,-0.0411826061363072,124,0.252,0.2931826061363072,-0.0411826061363072
18314,2023,0.244,0.2478831492448608,-0.0038831492448608,638,0.244,0.2478831492448608,-0.0038831492448608007
30011,2023,0.27,0.2424696194256575,0.0275303805743424,241,0.27,0.2424696194256575,0.02753038057434251
18030,2024,0.236,0.2372866379640506,-0.0012866379640506,437,0.236,0.2372866379640506,-0.0012866379640506242
27534,2024,0.199,0.2226035793783375,-0.0236035793783375,301,0.199,0.2226035793783375,-0.023603579378337486
18607,2022,0.215,0.2085037403038373,0.0064962596961626,454,0.215,0.2085037403038373,0.006496259696162687
8259,2015,0.24,0.2451418778260444,-0.0051418778260444,479,0.24,0.2451418778260444,-0.0051418778260444165
15082,2021,0.252,0.2592067407382625,-0.0072067407382624,140,0.252,0.2592067407382625,-0.007206740738262496
12926,2017,0.221,0.2396367773893754,-0.0186367773893754,234,0.221,0.2396367773893754,-0.018636777389375386
9777,2024,0.272,0.2469269438046582,0.0250730561953417,635,0.272,0.2469269438046582,0.02507305619534181
17273,2024,0.229,0.2421725733090519,-0.0131725733090519,208,0.229,0.2421725733090519,-0.013172573309051888
2430,2017,0.232,0.2472722708456426,-0.0152722708456425,362,0.232,0.2472722708456426,-0.015272270845642588
21454,2022,0.228,0.2452098818228003,-0.0172098818228003,347,0.228,0.2452098818228003,-0.017209881822800283
15351,2021,0.326,0.2627670592706561,0.0632329407293439,259,0.326,0.2627670592706561,0.06323294072934393
16909,2019,0.277,0.250608384418398,0.026391615581602,503,0.277,0.250608384418398,0.026391615581602024
3473,2017,0.273,0.2743406453923969,-0.0013406453923968,691,0.273,0.2743406453923969,-0.0013406453923968664
5497,2017,0.303,0.2443192400351899,0.05868075996481,515,0.303,0.2443192400351899,0.05868075996481009
11602,2015,0.224,0.2666254256925603,-0.0426254256925603,420,0.224,0.2666254256925603,-0.04262542569256031
4940,2017,0.259,0.258304609983547,0.000695390016453,481,0.259,0.258304609983547,0.0006953900164530236
16535,2024,0.205,0.2062980107411784,-0.0012980107411784,324,0.205,0.2062980107411784,-0.0012980107411784125
11038,2020,0.217,0.2766261305516321,-0.0596261305516321,159,0.217,0.2766261305516321,-0.0596261305516321
