id,season,pa,avg,babip,bb_rate,k_rate,sprint_speed,swstr,oswing,zswing,swing,ocontact,zcontact,contact,ld,gb,fb,iffb,hr_fb,pull,oppo,hard,team_- - -,team_ARI,team_ATL,team_BAL,team_BOS,team_CHC,team_CHW,team_CIN,team_CLE,team_COL,team_DET,team_HOU,team_KCR,team_LAA,team_LAD,team_MIA,team_MIL,team_MIN,team_NYM,team_NYY,team_OAK,team_PHI,team_PIT,team_SDP,team_SEA,team_SFG,team_STL,team_TBR,team_TEX,team_TOR,team_WSN,player_id,pred_babip,raw_ba,raw_ba_model,plate_score,contact_score,baa_raw,BAA
19950,2023,616,0.251,0.289,0.052,0.182,7.0,0.123,0.427,0.7040000000000001,0.539,0.6890000000000001,0.8440000000000001,0.7709999999999999,0.174,0.4529999999999999,0.373,0.147,0.092,0.431,0.246,0.268,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200,0.2823096000738777,0.251,0.251,0.008819891764070019,-0.019287846340699504,-0.010467954576629485,97.80483386052508
14128,2021,616,0.199,0.246,0.18,0.346,4.2,0.148,0.221,0.675,0.402,0.4379999999999999,0.727,0.631,0.1669999999999999,0.326,0.507,0.107,0.271,0.4479999999999999,0.2239999999999999,0.3779999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,236,0.2654324627463483,0.199,0.199,-0.05067257774172289,-0.029720513536482772,-0.08039309127820565,83.14129178439211
16505,2018,616,0.278,0.338,0.094,0.237,4.5,0.088,0.245,0.64,0.414,0.638,0.8640000000000001,0.787,0.204,0.4029999999999999,0.3929999999999999,0.139,0.152,0.4039999999999999,0.246,0.432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,119,0.3019530276976971,0.278,0.278,-0.009328625567205758,0.004291708493442543,-0.005036917073763215,98.94374113617637
17232,2021,616,0.263,0.35,0.136,0.255,2.8,0.11,0.272,0.655,0.426,0.5760000000000001,0.8440000000000001,0.741,0.266,0.4379999999999999,0.296,0.083,0.13,0.384,0.263,0.405,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155,0.3319065236389724,0.263,0.263,0.015620649983297177,0.041940700348152546,0.057561350331449726,112.07081347794089
24064,2023,615,0.253,0.328,0.0409999999999999,0.27,5.5,0.171,0.4539999999999999,0.81,0.593,0.557,0.847,0.7120000000000001,0.235,0.427,0.3379999999999999,0.064,0.106,0.336,0.271,0.317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,54,0.321570555651138,0.253,0.253,0.0118952613078998,0.03193999052774015,0.04383525183563995,109.19240333348256
7185,2015,615,0.281,0.323,0.089,0.18,3.9,0.067,0.242,0.5770000000000001,0.4039999999999999,0.7070000000000001,0.8909999999999999,0.8340000000000001,0.198,0.396,0.406,0.08,0.0969999999999999,0.391,0.246,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,237,0.2860382324676603,0.281,0.281,-0.005070528198356404,-0.007218694473667986,-0.01228922267202439,97.42290766619074
18882,2021,615,0.247,0.28,0.111,0.272,3.8,0.161,0.3379999999999999,0.794,0.524,0.546,0.7829999999999999,0.6920000000000001,0.217,0.342,0.44,0.074,0.241,0.431,0.245,0.353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,238,0.2930120050058004,0.247,0.247,-0.005730370497033,0.001974559166233172,-0.003755811330799828,99.21239342420967
26197,2023,615,0.258,0.299,0.059,0.21,2.1,0.104,0.349,0.6659999999999999,0.475,0.64,0.894,0.7809999999999999,0.196,0.444,0.36,0.095,0.133,0.3939999999999999,0.2689999999999999,0.346,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,229,0.2866573387137796,0.258,0.258,-0.0064640249871471146,-0.009618518758098205,-0.01608254374524532,96.62743516818412
17901,2019,615,0.266,0.333,0.096,0.228,5.1,0.1159999999999999,0.3289999999999999,0.7859999999999999,0.512,0.6890000000000001,0.826,0.773,0.21,0.3829999999999999,0.407,0.103,0.079,0.352,0.2689999999999999,0.381,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136,0.3057039233683792,0.266,0.266,0.006829180378450419,0.012230242791883781,0.0190594231703342,103.99682670336088
19326,2022,614,0.262,0.306,0.091,0.23,4.5,0.13,0.356,0.745,0.504,0.565,0.88,0.742,0.221,0.432,0.347,0.043,0.193,0.402,0.246,0.298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,0.3057062676971561,0.262,0.262,0.009565886619556686,0.01648738184163358,0.026053268461190267,105.46346015642241
